Групы;Код;Наименование;"Внешний код";Артикул;"Единица измерения";"Цена продажи";"Валюта (Цена продажи)";"Закупочная цена";"Валюта (Закупочная цена)";"Неснижаемый остаток";"Штрихкод EAN13";"Штрихкод EAN8";"Штрихкод Code128";Описание;"Минимальная цена";Страна;НДС;Поставщик;Архивный;Вес;Объем
Категории/Аминокислоты;4178;"Amino Essentials";4178;АМ-021171;шт;0;руб;;;;;;;"Amino Essentials - прекрасный спортивный комплекс в основном составе которого содержатся все жизненноважные аминокислоты и микроэлементы, необходимые для полноценного функционирования организма спортсмена.";;;;;нет;0;0
Категории/L-карнитин;4180;"L-carnitine 1000mg";4180;ЛК-021175;шт;0;руб;;;;;;;"Добавка L-carnitine 1000 mg– это спортивное питание для похудения, основанное на проверенных компонентах, действующих быстро и мощно. Никакого кофеина!";;;;;нет;0;0
Категории/L-карнитин;4182;"L-carnitine 500mg";4182;ЛК-021176;шт;200;руб;;;;;;;"Комплекс L-carnitine 500 mg– это спортивное питание для похудения, разработанное специально для девушек. Эффективная разработка компании BioTechпоможет сжечь жир и создать красивое подтянутое тело.";;;;;нет;0;0
Категории/L-карнитин;4183;"L-carnitine 3000";4183;ЛК-021177;шт;0;руб;;;;;;;"Добавка L-carnitine 3000 – спортивное питание для похудения, основанное на натуральных компонентах. Рекомендуется сочетать с тренировками. Подходит спортсменам любого уровня, особенно эффективна для женщин.";;;;;нет;0;0
"Категории/Витамины и минералы";4184;"MultiVitamin for women 60 tabs";4184;ВИТ-021178;шт;200;руб;;;;;;;"Пищевая добавка MultiVitaminforwomen– витамины для спорта, разработанные специально для женщин, ведущих активный образ жизни. Если вы занимаетесь спортом и хотите хорошо себя чувствовать – стоит купить витамины.";;;;;нет;0;0
"Категории/Предтренировочные комплексы";4185;"Nitrox Therapy 340 г";4185;ПРЕД-021179;шт;300;руб;;;;;;;"Nitrox Therapy – комплекс спортивного питания, предтреник. Вы получите максимум энергии и нутриентов для вашей тренировки. Подходит для спортсменов хорошего уровня подготовки. Принимайте перед силовыми и кардио-тренировками.";;;;;нет;0;0
"Категории/Для суставов и связок";4187;"Glucosamine 500";4187;CC-021180;шт;138;руб;;;;;;;"Пищевая добавка Glucosamine 500 – это спортивное питание для суставов и связок. Постоянный прием препарата защитит вас от травм, повреждений и укрепит суставы и связки для более продолжительных силовых тренировок.";;;;;нет;0;0
Категории/Аминокислоты;4188;"AAKG Shock Extreme";4188;АМ-021196;шт;0;руб;;;;;;;"AAKG Shock Extreme - предтренировочный комплекс, основным отличием от других которого, стала чрезвычайно легкая усваиваемость организмом всех действующих веществ";;;;;нет;0;0
Категории/Аминокислоты;4189;"Amino Fuel tabs";4189;АМ-021197;шт;0;руб;;;;;;;"Amino Fuel tabs - аминокислотный комплекс созданный на основе яичного альбумина и лактальбумина. Отличительным преимуществом препарата перед остальными подобными его сородичами, заключается в 100%-й, кристальной чистоте веществ из которых изготавливается Amino Fuel tabs.";;;;;нет;0;0
Категории/BCAA;4192;"BCAA + B6";4192;BCA-021198;шт;0;руб;;;;;;;"BCAA + B6 - улучшенный аминокислотный ВСАА комплекс в состав которого разработчики включили витамин В6.";;;;;нет;0;0
Категории/BCAA;4193;"BCAA 6000";4193;BCA-021199;шт;0;руб;;;;;;;"BCAA 6000 - добавка на основе известного аминокислотного ВСАА комплекса";;;;;нет;0;0
Категории/Аминокислоты;4194;"Beef Amino";4194;АМ-021200;шт;0;руб;;;;;;;"Beef Amino - препарат разработанный на основе аминокислот, преимущественно из аминокислот добытых из говяжего протеина. Это делает Beef Amino доступным для тех, у кого врожденная непереносимость лактозы и употребление обычного молочного протеина им противопоказанно.";;;;;нет;0;0
Категории/Протеин;4195;"Casein Fusion";4195;ПР-021201;шт;0;руб;;;;;;;"Casein Fusion - протеиновый комплекс на основе казеина. Его основное действие направлено на прирост мышечной массы и сжигание проблемной жировой прослойки.";;;;;нет;0;0
Категории/Креатин;4196;"Creatine Ethyl Ester";4196;КР-021202;шт;0;руб;;;;;;;"Creatine Ethyl Ester - добавка, основное действие которой направлено на улучшение процесса усвоения креатина организмом бодибилдера.";;;;;нет;0;0
"Категории/Для суставов и связок";4197;"Flex Formula";4197;СС-021204;шт;0;руб;;;;;;;"Flex Formula - действенное восстанавливающее средство при повреждении хрящевой ткани разработанное на основе хондроитина.";;;;;нет;0;0
"Категории/Для суставов и связок";4198;"Arthro Guard";4198;СС-021203;шт;0;руб;;;;;;;"Arthro Guard - прекрасное восстанавливающее средство после изнурительных и травматичных тренировочных занятий.";;;;;нет;0;0
